Source,Target,Weight,If_across
3M Innovative Properties Company, Kinney; Robert J.,1,1
3M Innovative Properties Company, Schutts; Scott M.,1,1
5N Plus Inc., Audet; Nicholas ,1,1
5N Plus Inc., Levitcharsky; Blagovest ,1,1
Abbott Laboratories , Bariana; Dilbagh S.,3,1
Abbott Laboratories , Bayrakdarian; Malken ,2,1
Abbott Laboratories , Bernstein; Edith ,1,1
Abbott Laboratories , Chen; Hui-Ju ,2,1
Abbott Laboratories , Chen; Yuanwei ,2,1
Abbott Laboratories , Chu; Daniel Tim-Wo ,2,1
Abbott Laboratories , Cimon; Denis G.,3,1
Abbott Laboratories , Cimon; Denis Gaston ,1,1
Abbott Laboratories , Degoey; David A.,2,1
Abbott Laboratories , Flosi; William J.,2,1
Abbott Laboratories , Fung; Anthony ,2,1
Abbott Laboratories , Fung; Anthony K. L.,2,1
Abbott Laboratories , Garmaise; David L.,1,1
Abbott Laboratories , Garmaise; David Lyon ,4,1
Abbott Laboratories , Giranda; Vincent L.,3,1
Abbott Laboratories , Grampovnik; David J.,2,1
Abbott Laboratories , Gu; Yu Gui ,3,1
Abbott Laboratories , Hanessian; Stephen ,3,1
Abbott Laboratories , Huckin; Stuart Nicholas ,1,1
Abbott Laboratories , Ishizuka; Naoyasu ,1,1
Abbott Laboratories , Jones; Peter H.,1,1
Abbott Laboratories , Kati; Warren M.,2,1
Abbott Laboratories , Kempf; Dale J.,3,1
Abbott Laboratories , Kennedy; April ,2,1
Abbott Laboratories , Klein; Larry L.,2,1
Abbott Laboratories , Krueger; Allan C.,2,1
Abbott Laboratories , Kyncl; Jaroslav ,1,1
Abbott Laboratories , Lall; Amrit ,1,1
Abbott Laboratories , Lin; Zhen ,2,1
Abbott Laboratories , Luo; Xuehong ,2,1
Abbott Laboratories , Madigan; Darold L.,3,1
Abbott Laboratories , Maring; Clarence J.,3,1
Abbott Laboratories , Martin; Yvonne C.,1,1
Abbott Laboratories , McDaniel; Keith F.,2,1
Abbott Laboratories , Morrison; Donald E.,1,1
Abbott Laboratories , Muchmore; Steven W.,2,1
Abbott Laboratories , Nakamoto; Hiromasa ,1,1
Abbott Laboratories , Paris; Gerald Y.,1,1
Abbott Laboratories , Paris; Gerard Y.,2,1
Abbott Laboratories , Paris; Gerard Yvon ,2,1
Abbott Laboratories , Pernet; Andre G.,2,1
Abbott Laboratories , Prasad; Raj Nandan ,1,1
Abbott Laboratories , Sham; Hing L.,2,1
Abbott Laboratories , Stewart; Kent ,1,1
Abbott Laboratories , Stewart; Kent D.,2,1
Abbott Laboratories , Stoll; Vincent S.,3,1
Abbott Laboratories , Sun; Minghua ,3,1
Abbott Laboratories , Tim-Wo Chu; Daniel ,1,1
Abbott Laboratories , Tu; Noah P.,2,1
Abbott Laboratories , Wagenaar; Frank L.,2,1
Abbott Laboratories , Wang; Gary T.,3,1
Abbott Laboratories , Wang; Jianchio ,1,1
Abbott Laboratories , Wang; Sheldon ,2,1
Abbott Laboratories , Wiedeman; Paul E.,2,1
Abbott Laboratories , Xu; Yibo ,2,1
Abbott Laboratories , Yeung; Ming C.,2,1
Abbott Laboratories , Zhao; Chen ,3,1
Abitibi Consolidated Inc., Bond; Luke David ,1,1
Abitibi Consolidated Inc., Downey; Kevin William ,1,1
Abitibi Consolidated Inc., Hazlebeck; David Alan ,1,1
Abitibi Consolidated Inc., Koutz; Stanley Lee ,1,1
Abitibi Consolidated Inc., Mills; Charles Cheslay ,1,1
Abitibi Consolidated Inc., Whiting; Philip ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Calandra; Thierry ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Esteban; Mariano ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Haddad; Elias (Port St.,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Harari; Alexandre ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Jacobs; Bertram ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Kibler; Karen ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Melief; Cornelius ,1,0
ACADEMISCH ZIKENHUIS LEIDEN , Pantaleo; Giuseppe ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Roger; Thierry ,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Sekaly; Rafick-Pierre (Port St.,1,1
ACADEMISCH ZIKENHUIS LEIDEN , Tartaglia; James ,1,1
ACEP Inc , Armand; Michel ,1,0
ACEP Inc , Baril; Daniel ,1,0
ACEP Inc , Bergeron; Jean-Yves ,1,1
ACEP Inc , Brouillette; Dany ,1,0
ACEP Inc , Michot; Christophe ,1,1
ACEP Inc , Armand; Michel ,2,1
ACEP Inc , Gauthier; Michel ,1,1
ACEP Inc , Michot; Christophe ,2,1
ACEP Inc , Ravet; Nathalie ,1,1
ACEP Inc , Armand; Michel ,9,0
ACEP Inc , Baril; Daniel ,1,0
ACEP Inc , Bergeron; Jean-Yves ,1,1
ACEP Inc , Bezdudny; Andrej ,2,1
ACEP Inc , Brouillette; Dany ,1,0
ACEP Inc , Choquette; Yves ,1,1
ACEP Inc , Gauthier; Michel ,2,1
ACEP Inc , Kondratenko; Natalya ,2,1
ACEP Inc , Michot; Christophe ,8,1
ACEP Inc , Ravet; Nathalie ,1,0
ACEP Inc , Yagupolskii; Lev ,2,1
ACEP Inc , Yagupolskii; Yurii ,2,1
ACEP Inc , Armand; Michel ,3,1
ACEP Inc , Gauthier; Michel ,3,1
ACEP Inc , Michot; Christophe ,3,1
ACEP Inc , Ravet; Nathalie ,3,1
"Achaogen, Inc.", Aggen; James Bradley ,1,1
"Achaogen, Inc.", Dozzo; Paola ,1,1
"Achaogen, Inc.", Giguere; Alexandre ,1,1
"Achaogen, Inc.", Gliedt; Micah James ,1,1
"Achaogen, Inc.", Goldblum; Adam Aaron ,1,1
"Achaogen, Inc.", Grzyb; Justyna ,1,1
"Achaogen, Inc.", Hanessian; Stephen ,1,1
"Achaogen, Inc.", Hildebrandt; Darin James ,1,1
"Achaogen, Inc.", Kane; Timothy Robert ,1,1
"Achaogen, Inc.", Linsell; Martin Sheringham ,1,1
"Achaogen, Inc.", Maianti; Juan Pablo ,1,1
Actelion Pharmaceuticals Ltd., Bremeyer; Nadine ,1,1
Actelion Pharmaceuticals Ltd., Campeau; Louis-Charles ,1,1
Actelion Pharmaceuticals Ltd., Chen; Austin Chih-Yu ,1,1
Actelion Pharmaceuticals Ltd., Dube; Daniel (St.,1,1
Actelion Pharmaceuticals Ltd., Fournier; Pierre-Andre ,1,1
Actelion Pharmaceuticals Ltd., Grimm; Erich L.,1,1
Actelion Pharmaceuticals Ltd., Lacombe; Patrick ,1,1
Actelion Pharmaceuticals Ltd., Laliberte; Sebastien (St.,1,1
Actelion Pharmaceuticals Ltd., Macdonald; Dwight ,1,1
Actelion Pharmaceuticals Ltd., MacKay; D.,1,1
Actelion Pharmaceuticals Ltd., McKay; Daniel James ,1,1
Actelion Pharmaceuticals Ltd., Scott; Jeremy Peter ,1,1
Actelion Pharmaceuticals Ltd., Wu; Tom Yao-Hsiang ,1,1
Adaerata Limited Partnership , Bernier; Lise ,2,0
Adaerata Limited Partnership , Davignon; Jean ,2,0
Adaerata Limited Partnership , Dubuc; Genevieve ,2,1
Adaerata Limited Partnership , Seidah; Nabil G.,2,1
Adaerata Limited Partnership , Tremblay; Michel ,2,1
Adaerata Limited Partnership , Bernier; Lise ,1,0
Adaerata Limited Partnership , Beslu; Nathalie ,1,0
Adaerata Limited Partnership , Davignon; Jean ,1,0
Adaerata Limited Partnership , Dubuc; Genevieve ,1,1
Adaerata Limited Partnership , Humphries; Keith ,1,1
Adaerata Limited Partnership , Roy; Denis-Claude ,1,0
Adaerata Limited Partnership , Sauvageau; Guy ,1,0
Adaerata Limited Partnership , Seidah; Nabil G.,1,1
Adaerata Limited Partnership , Tremblay; Michel ,1,1
Adaerata Limited Partnership , Seidah; Nabil G.,1,1
Adaerata Limited Partnership , Zhang; Jianbing ,1,1
Adherex Technologies , Blaschuk; Orest W.,2,1
Adherex Technologies , Doherty; Patrick ,1,1
Adherex Technologies , Gour; Barbara J.,2,1
Adherex Technologies , Blaschuk; Orest W.,1,1
Adherex Technologies , Byers; Stephen ,1,1
Adherex Technologies , Gour; Barbara J.,1,1
Adherex Technologies , Symonds; James Matthew ,1,0
"ADM Agri-Industries, Ltd.", Athanassoulias; Costa ,2,0
"ADM Agri-Industries, Ltd.", Lane; Christopher C.,2,1
"ADM Agri-Industries, Ltd.", Lenz; Ruben P.,2,1
Advanced Bioconcept , Beaudet; Alain ,1,1
Advanced Bioconcept , Desjardins; Clarissa ,1,1
Advanced Bioconcept , Faure; Marie-Pierre ,1,1
Advanced Bioconcept , Gaudriault; Georges ,1,1
Advanced Bioconcept , Vincent; Jean-Pierre ,1,1
Advanced Bioconcept , Bonter; Katherine J.,2,0
Advanced Bioconcept , Desjardins; Clarissa ,2,0
Advanced Bioconcept , Slon-Usakiewicz; Jacek ,2,0
Advanced Bioconcept , Beaudet; Alain ,2,1
Advanced Bioconcept , Gaudriault; Georges ,2,1
Advanced Bioconcept , Julien; Jean-Pierre ,2,0
Advanced Bioconcept , Nalbantoglu; Josephine ,2,1
Advanced Bioconcept , Shapiro; Matthew ,2,1
Advanced Bioconcept , Vincent; Jean-Pierre ,2,1
Aegera Therapeutics Inc., Boudreault; Alain ,3,1
Aegera Therapeutics Inc., Durkin; Jon ,3,0
Aegera Therapeutics Inc., Fallis; Alexander Graham ,1,1
Aegera Therapeutics Inc., Gillard; John W.,4,1
Aegera Therapeutics Inc., Hewitt; Kimberley ,1,0
Aegera Therapeutics Inc., Hewitt; Kimberley E.,2,0
Aegera Therapeutics Inc., Jaquith; James B.,5,1
Aegera Therapeutics Inc., Laurent; Alain ,1,1
Aegera Therapeutics Inc., Marsh; H.,2,1
Aegera Therapeutics Inc., Morris; Stephen J.,3,1
Aegera Therapeutics Inc., Villeneuve; Gerald (Ville St.,2,1
Aegera Therapeutics Inc., Boudreault; Alain ,4,1
Aegera Therapeutics Inc., Bureau; Patrick ,2,1
Aegera Therapeutics Inc., Durkin; Jon ,1,1
Aegera Therapeutics Inc., Gillard; John W.,2,1
Aegera Therapeutics Inc., Hewitt; Kim ,2,1
Aegera Therapeutics Inc., Hewitt; Kimberly ,1,1
Aegera Therapeutics Inc., Jaquith; James ,1,1
Aegera Therapeutics Inc., Jaquith; James B.,3,1
Aegera Therapeutics Inc., Jarvis; Scott ,1,1
Aegera Therapeutics Inc., Laurent; Alain ,4,1
Aegera Therapeutics Inc., Marsh; H.,1,1
Aegera Therapeutics Inc., Morris; Stephen ,3,1
Aegera Therapeutics Inc., Villeneuve; Gerald ,1,1
Aenorasis SA Pharmaceuticals and Medical Devices , Baijal-Gupta; Madhulika ,1,1
Aenorasis SA Pharmaceuticals and Medical Devices , Fraser; Jennifer ,1,1
Aenorasis SA Pharmaceuticals and Medical Devices , Garde; Seema ,1,1
Aenorasis SA Pharmaceuticals and Medical Devices , Kadhim; Salam ,1,1
Aenorasis SA Pharmaceuticals and Medical Devices , Panchal; Chandra J.,1,1
Aero-Hydraulics Corporation , Lipert; Peter ,1,0
AERO MAG 2000 RRR INC., Bergeron; Ghislain ,1,1
AERO MAG 2000 RRR INC., Guy; Michel ,1,1
AERO MAG 2000 RRR INC., Lepine; Mario ,1,1
AFINA ENERGY INC., Chornet; Esteban ,1,1
AFINA ENERGY INC., Gagnon; Martin ,1,1
AFINA ENERGY INC., Mincic; Aca ,1,1
AFINA ENERGY INC., Valsecchi; Boris ,1,1
Air Liquide Canada , Casey; Gregory E ,1,1
Air Liquide Canada , Epiney; J. W. G.,1,1
Air Liquide Canada , Price; Robert J.,1,1
Air Liquide Canada , Roche; Fran.cedilla.ois (St.,1,1
Air Liquide Canada , Sutton; Christopher T.,1,1
Air Liquide Canada , Epiney; Michel ,1,1
Air Liquide Canada , Laberge; Fabrice ,1,1
Air Liquide Canada , Lanctot-Downs; Camille ,1,1
Air Liquide Canada , Rasanayagam; Vasuhi ,1,1
Air Liquide Canada , Sundaram; Meenakshi ,1,1
Aktiebolaget Astra , Schiller; Peter ,1,1
Aktiebolaget Astra , Schiller; Peter W.,1,1
Akzo Nobel , Bennett; David Jonathan ,1,1
Akzo Nobel , Palin; Ronald ,1,1
Akzo Nobel , Zhang; Mingiang ,1,1
Akzo Nobel , Bennett; David Jonathan ,1,1
Akzo Nobel , Palin; Ronald ,1,1
Akzo Nobel , Zhang; Mingqiang ,1,1
Alcan Internatinal Limited , Ellis; Charles D.,1,1
Alcan Internatinal Limited , Bernier; Jean Luc ,1,1
Alcan Internatinal Limited , Boulos; Maher I.,1,1
Alcan Internatinal Limited , Fortin; Luc ,1,1
Alcan Internatinal Limited , Kasireddy; Vijay ,1,1
Alcan Internatinal Limited , Kimmerle; Frank M.,1,1
Alcan Internatinal Limited , Soucy; Gervais (St.,1,1
Alcan Internatinal Limited , Allaire; Claude ,2,1
Alcan Internatinal Limited , Apte; Prasad S.,2,1
Alcan Internatinal Limited , Arch; Alfred J.,1,1
Alcan Internatinal Limited , Askew; Herbert F.,2,1
Alcan Internatinal Limited , Audet; Denis R.,2,1
Alcan Internatinal Limited , Azizian; Farid ,2,1
Alcan Internatinal Limited , Bagatto; Peter F.,1,1
Alcan Internatinal Limited , Bell; David H.,1,1
Alcan Internatinal Limited , Bergeron; Emmanuel ,2,1
Alcan Internatinal Limited , Bergeron; Jules ,5,1
Alcan Internatinal Limited , Boulanger; Claude ,1,1
Alcan Internatinal Limited , Breault; Raymond ,1,1
Alcan Internatinal Limited , Brisson; Clement ,1,1
Alcan Internatinal Limited , Brown; Stephen C.,4,1
Alcan Internatinal Limited , Brown; Steve ,1,1
Alcan Internatinal Limited , Budd; Michael K.,1,1
Alcan Internatinal Limited , Carr; Alan Robert ,1,1
Alcan Internatinal Limited , Carruthers; Andrew N.,2,1
Alcan Internatinal Limited , Castonguay; Lise ,3,1
Alcan Internatinal Limited , Chandler; John L.,1,1
Alcan Internatinal Limited , Chaplin; Dominic ,2,1
Alcan Internatinal Limited , Chauvette; Gaetan ,2,1
Alcan Internatinal Limited , Chen; Weixia ,2,1
Alcan Internatinal Limited , Chinloy; David R.,1,1
Alcan Internatinal Limited , Chinloy; David R. (St.,2,1
Alcan Internatinal Limited , Christie; Robert Michael ,1,1
Alcan Internatinal Limited , Clegg; Robert L.,2,1
Alcan Internatinal Limited , Cousineau; Pierre G.,1,1
Alcan Internatinal Limited , Cowton; Richard John ,1,1
Alcan Internatinal Limited , Daglish; Alan R.,1,1
Alcan Internatinal Limited , Daniels; Clare ,2,1
Alcan Internatinal Limited , Davidson; Alexander P.,1,1
Alcan Internatinal Limited , Davies; Thomas James ,1,1
Alcan Internatinal Limited , Dayer; Andrew John ,1,1
Alcan Internatinal Limited , Deutschman; John E.,2,1
Alcan Internatinal Limited , Dionne; Martin ,1,1
Alcan Internatinal Limited , Doucet; Jean ,1,1
Alcan Internatinal Limited , Dube; Ghyslain ,1,1
Alcan Internatinal Limited , Dufour; Renald ,2,1
Alcan Internatinal Limited , Dyer; Alan ,1,1
Alcan Internatinal Limited , Edwards; Peter P.,1,1
Alcan Internatinal Limited , Ellis; Charles D.,2,1
Alcan Internatinal Limited , Emblem; Harold Garton ,1,1
Alcan Internatinal Limited , Evans; Ken ,1,1
Alcan Internatinal Limited , Evans; Kenneth A.,2,1
Alcan Internatinal Limited , Evans; Kenneth Arthur ,1,1
Alcan Internatinal Limited , Forte ; Guy ,1,1
Alcan Internatinal Limited , Fortier; Joseph E. F.,1,1
Alcan Internatinal Limited , Foster; Mark H.,2,1
Alcan Internatinal Limited , Fulford; George D.,7,1
Alcan Internatinal Limited , Furneaux; Robin C.,1,1
Alcan Internatinal Limited , Gesing; Adam J.,2,1
Alcan Internatinal Limited , Gnyra; Bohdan ,4,1
Alcan Internatinal Limited , Gray; Alan ,2,1
Alcan Internatinal Limited , Grolman; Robert J.,1,1
Alcan Internatinal Limited , Groves; Paul ,1,1
Alcan Internatinal Limited , Hartman; Nicholas Peter ,1,1
Alcan Internatinal Limited , Havens; Haven M.,1,1
Alcan Internatinal Limited , Herbert; Mandy Jayne ,2,1
Alcan Internatinal Limited , Hiscox; Bruan A.,1,1
Alcan Internatinal Limited , Hiscox; Bryan ,1,1
Alcan Internatinal Limited , Hiscox; Bryan A.,1,1
Alcan Internatinal Limited , Holywell; George C.,1,1
Alcan Internatinal Limited , Huard; Yvan ,1,1
Alcan Internatinal Limited , Huni; Jean-Paul ,1,1
Alcan Internatinal Limited , Jain; Mukesh ,4,1
Alcan Internatinal Limited , Jain; Mukesh K.,4,1
Alcan Internatinal Limited , Khan; Anwer M.,1,1
Alcan Internatinal Limited , Kimber; Robert M.,1,1
Alcan Internatinal Limited , Kimmerle; Frank M.,2,1
Alcan Internatinal Limited , Kirkland; Angus I.,1,1
Alcan Internatinal Limited , Larocque; Jacques E.,2,1
Alcan Internatinal Limited , Lavigne; Lise ,2,1
Alcan Internatinal Limited , Lemay; Rejean J. R.,1,1
Alcan Internatinal Limited , Lever; Gordon ,3,1
Alcan Internatinal Limited , Lukong; Peter B.,1,1
Alcan Internatinal Limited , Maddison; Anthony ,1,1
Alcan Internatinal Limited , Maddison; Anthony N.,1,1
Alcan Internatinal Limited , Marwick; William F.,4,1
Alcan Internatinal Limited , Marwick; William Francis ,1,1
Alcan Internatinal Limited , Mathieu; Gilles ,1,1
Alcan Internatinal Limited , McKenzie; Michael A.,1,1
Alcan Internatinal Limited , Mead; Natalie ,1,1
Alcan Internatinal Limited , Mead; Natalie G.,1,1
Alcan Internatinal Limited , Mirchi; Amir A.,4,1
Alcan Internatinal Limited , Mirtchi; Amir A.,1,1
Alcan Internatinal Limited , Mitchell; David N.,1,1
Alcan Internatinal Limited , Nadkarni; Sadashiv ,5,1
Alcan Internatinal Limited , Nadkarni; Sadashiv K.,6,1
Alcan Internatinal Limited , Noteboom; Dirk ,2,1
Alcan Internatinal Limited , Ogilvie; Carson J.,1,1
Alcan Internatinal Limited , Ostap; Stephen ,1,1
Alcan Internatinal Limited , Pant; Aniket ,2,1
Alcan Internatinal Limited , Paradis; Ronald D.,1,1
Alcan Internatinal Limited , Parent; Luc ,3,1
Alcan Internatinal Limited , Peloquin; Guy ,1,1
Alcan Internatinal Limited , Puxley; Donald ,1,1
Alcan Internatinal Limited , Puxley; Donald L.,1,1
Alcan Internatinal Limited , Raghavan; Narasimha S.,1,1
Alcan Internatinal Limited , Rai; Michael ,2,1
Alcan Internatinal Limited , Randall; David J.,3,1
Alcan Internatinal Limited , Reeve; Martin R.,2,1
Alcan Internatinal Limited , Rigby; William R.,1,1
Alcan Internatinal Limited , Rodriguez; Consuelo Espejo ,2,1
Alcan Internatinal Limited , Roussel; Roger ,1,1
Alcan Internatinal Limited , Roy; Raymond ,1,1
Alcan Internatinal Limited , Sang; Jean V.,2,1
Alcan Internatinal Limited , Sato; Taichi ,2,1
Alcan Internatinal Limited , Selwood; Patrick G.,2,1
Alcan Internatinal Limited , Sharp; Joanna Mary ,1,1
Alcan Internatinal Limited , Sheasby; Peter G.,2,1
Alcan Internatinal Limited , Sheasby; Peter Geoffrey ,1,1
Alcan Internatinal Limited , Shiel; Leslie E.,1,1
Alcan Internatinal Limited , Sivilotti; Olivo G.,1,1
Alcan Internatinal Limited , Sood; Raman R.,1,1
Alcan Internatinal Limited , Southam; Frederick W.,1,1
Alcan Internatinal Limited , Southern; Jennifer Carolyn ,1,1
Alcan Internatinal Limited , St. Elmo Spence; Winston V.,1,1
Alcan Internatinal Limited , Stratford; Graham ,1,1
Alcan Internatinal Limited , Tahiani; Francoise ,1,1
Alcan Internatinal Limited , Taylor; Frederick H.,1,1
Alcan Internatinal Limited , The; Kwat I.,5,1
Alcan Internatinal Limited , Tingley; Rosemary ,1,1
Alcan Internatinal Limited , Tremblay; Sylvain P.,1,1
Alcan Internatinal Limited , Turcotte; Gilles R.,1,1
Alcan Internatinal Limited , Wainwright; Robin ,2,1
Alcan Internatinal Limited , Wills; Kevin John ,1,1
Alcan Internatinal Limited , Winch; John C. (St.,1,1
Alcan Internatinal Limited , Woodhead; James L.,1,1
Alcan Internatinal Limited , Brown; Stephen C.,1,1
Alcan Internatinal Limited , Marwick; William F.,1,1
Alcan Internatinal Limited , Askew; Herbert F.,1,1
Alcan Internatinal Limited , Emery; Anthony R.,1,1
Alcan Internatinal Limited , Turner; John H. W.,1,1
Alcan Internatinal Limited , Jain; Mukesh ,1,1
Alcan Internatinal Limited , Parent; Luc ,1,1
Alcan Research & Development Limited , Holdner; Donald N.,1,1
Alcan Research & Development Limited , Braun; Johannes ,1,1
Alcan Research & Development Limited , Budd; Michael Keith (Barford St.,1,1
Alcan Research & Development Limited , Byrne; Henry James ,1,1
Alcan Research & Development Limited , Carruthers; Andrew Nicolson ,1,1
Alcan Research & Development Limited , Chandler; John Leslie ,1,1
Alcan Research & Development Limited , Deutschman; John E.,1,1
Alcan Research & Development Limited , Deutschman; John Edward ,1,1
Alcan Research & Development Limited , Farago; Frank John ,2,1
Alcan Research & Development Limited , Gnyra; Bohdan ,2,1
Alcan Research & Development Limited , Jack; Stanton E.,2,1
Alcan Research & Development Limited , Lever; Gordon ,1,1
Alcan Research & Development Limited , McNeely; Wray G.,1,1
Alcan Research & Development Limited , Mikkelsen; Anfinnur ,1,1
Alcan Research & Development Limited , O'Dette; John H.,2,1
Alcan Research & Development Limited , Retallack; Dale Gordon ,1,1
Alcan Research & Development Limited , Smith; Gordon Frederick ,1,1
Alcan Research & Development Limited , Sood; Raman Radha ,3,1
Alcan Research & Development Limited , Stokes; David Michael ,2,1
Alcan Research & Development Limited , Sturm; Winfried ,1,1
Alcan Research & Development Limited , Willis; Michael George ,1,1
Alethia Biotherapeutics Inc., Filion; Mario ,17,1
Alethia Biotherapeutics Inc., Moraitis; Anna N.,3,1
Alethia Biotherapeutics Inc., Sooknanan; Roy Rabindranauth ,8,1
Alethia Biotherapeutics Inc., Stuible; Matthew ,3,1
Alethia Biotherapeutics Inc., Sulea; Traian ,5,1
Alethia Biotherapeutics Inc., Tremblay; Gilles Bernard ,17,1
Alethia Biotherapeutics Inc., Viau; Elisabeth ,1,1
Alethia Biotherapeutics Inc., Filion; Mario ,3,1
Alethia Biotherapeutics Inc., Sooknanan; Roy Rabindranauth ,3,1
Alethia Biotherapeutics Inc., Tremblay; Gilles Bernard ,3,1
Alethia Biotherapeutics Inc., Filion; Mario ,1,1
Alethia Biotherapeutics Inc., Sooknanan; Roy Rabindranauth ,1,1
Alethia Biotherapeutics Inc., Tremblay; Gilles Bernard ,1,1
Alethia Biotherapeutics Inc., Filion; Mario ,1,1
Alethia Biotherapeutics Inc., Stuible; Matthew ,1,1
Alethia Biotherapeutics Inc., Tremblay; Gilles Bernard ,1,1
"Alexion Pharmaceuticals, Inc.", Boileau; Guy ,1,1
"Alexion Pharmaceuticals, Inc.", Crine; Philippe ,3,1
"Alexion Pharmaceuticals, Inc.", Joubert; Simon ,1,1
"Alexion Pharmaceuticals, Inc.", Lemire; Isabelle ,1,1
"Alexion Pharmaceuticals, Inc.", Leonard; Pierre ,1,1
"Alexion Pharmaceuticals, Inc.", Loisel; Thomas P.,1,1
"Alexion Pharmaceuticals, Inc.", Parat; Marie ,1,1
"Alliance for Sustainable Energy, LLC ", Curtis; Calvin J.,1,1
"Alliance for Sustainable Energy, LLC ", Ginley; David S.,1,1
"Alliance for Sustainable Energy, LLC ", Kaydanova; Tatiana ,1,1
"Alliance for Sustainable Energy, LLC ", Miedaner; Alex ,1,1
"Alliance for Sustainable Energy, LLC ", van Hest; Marinus Franciscus Antonius Maria ,1,1
Alcon International Limited , Gesing; Adam ,1,1
Alcon International Limited , Jain; Mukesh K.,1,1
Alcon International Limited , Nadkarni; Sadashiv K.,1,1
Altachem Pharma Ltd., Antakly; Tony ,1,1
Altachem Pharma Ltd., Sairam; Ram M.,1,1
"Altegen, Inc.", Bergmann; Johanna ,1,1
"Altegen, Inc.", Preddie; Enrique ,1,1
Ambrilia Biopharma Inc., Branchaud; Stephane ,1,1
Ambrilia Biopharma Inc., Milot; Guy ,1,1
Ambrilia Biopharma Inc., Stranix; Brent R.,1,1
Ambrilia Biopharma Inc., Bouchard; Jean-Emmanuel ,1,1
Ambrilia Biopharma Inc., Milot; Guy ,1,1
Ambrilia Biopharma Inc., Stranix; Brent Richard ,1,1
American Air Liquide Inc., Epiney; Michel ,1,1
American Air Liquide Inc., Laberge; Fabrice ,1,1
American Air Liquide Inc., Lanctot-Downs; Camille ,1,1
American Air Liquide Inc., Rasanayagam; Vasuhi ,1,1
American Air Liquide Inc., Sundaram; Meenakshi ,1,1
American Cyanamid Company , Leman; Jeffrey Donald ,1,1
American Cyanamid Company , Robertson; Allan James ,1,1
American Diagnostica Inc., Hart; Richard ,1,0
American Diagnostica Inc., Rabbani; Shafaat A.,1,1
American Diagnostica Inc., An; Seong Soo A.,2,1
American Diagnostica Inc., Greenfield; Robert S.,2,1
American Diagnostica Inc., Slemon; Clarke ,2,1
American Diagnostica Inc., Trifonov; Latchezar ,2,1
American Diagnostica Inc., Vaugeois; Jean ,2,1
"American Dye Source, Inc.", Brunner; Pierre Louis ,1,1
"American Dye Source, Inc.", Fortin; Jean-Francois ,1,1
"American Dye Source, Inc.", Ji; Chuanyong ,1,1
"American Dye Source, Inc.", Locas; Marc-Andre ,1,1
"American Dye Source, Inc.", Nazarov; Vadym ,1,1
"American Dye Source, Inc.", Nguyen; My T.,3,0
"American Dye Source, Inc.", Raymond; Francois ,1,1
"American Dye Source, Inc.", Xiao; Steven ,1,1
American Home Products Corp., Asselin; Andre A. (St.,1,1
American Home Products Corp., Demerson; Christopher A.,3,1
American Home Products Corp., Demerson; Christopher A. (St.,1,1
American Home Products Corp., Dionne; Gervais (St.,1,1
American Home Products Corp., Dobson; Thomas A.,1,1
American Home Products Corp., Failli; Amedeo (St.,1,1
American Home Products Corp., Humber; Leslie G.,4,1
American Home Products Corp., Jirkovsky; Ivo L.,4,1
American Home Products Corp., Revesz; Clara ,1,1
American Home Products Corp., Abraham; Nedumparambil A.,9,1
American Home Products Corp., Asselin; Andre A. (St.,2,1
American Home Products Corp., Bagli; Jehan ,1,1
American Home Products Corp., Bagli; Jehan F.,9,1
American Home Products Corp., Barreca; Giuseppe ,1,1
American Home Products Corp., Bernatchez; Michel ,2,1
American Home Products Corp., Bogri; Tibor ,10,1
American Home Products Corp., Borella; Luis E.,1,1
American Home Products Corp., Cannata; Vincenzo ,1,1
American Home Products Corp., Castaldi; Graziano ,1,1
American Home Products Corp., Cayen; Mitchell N. (Cote St.,2,1
American Home Products Corp., Demerson; Christopher A.,14,1
American Home Products Corp., Demerson; Christopher A. (St.,3,1
American Home Products Corp., Dionne; Gervais (St.,2,1
American Home Products Corp., Dobson; Thomas A.,8,1
American Home Products Corp., Dvornik; Dushan ,3,1
American Home Products Corp., Failli; Amedeo ,5,1
American Home Products Corp., Failli; Amedeo (St.,2,1
American Home Products Corp., Ferland; Jean-Marie (St.,6,1
American Home Products Corp., Giguere; Pierre ,1,1
American Home Products Corp., Giguere; Pierre (Ste.,1,1
American Home Products Corp., Gotz; Manfred ,1,1
American Home Products Corp., Gotz; Manfred K.,4,1
American Home Products Corp., Humber; Leslie G.,17,1
American Home Products Corp., Iera; Silvio ,5,1
American Home Products Corp., Immer; Hans U.,4,1
American Home Products Corp., Jirkovsky; Ivo ,2,1
American Home Products Corp., Jirkovsky; Ivo L.,11,1
American Home Products Corp., Krupey; John ,1,1
American Home Products Corp., Lippman; Wilbur (St.,1,1
American Home Products Corp., Lippmann; Wilbur ,1,1
American Home Products Corp., Nelson; Verner R.,2,1
American Home Products Corp., Palameta; Bozidar ,1,1
