Source,Target,Weight,If_across
Merck Frosst Company , Fazil; Kimberly M.,1,1
Merck Frosst Company ," Fitzsimmons, deceased; Brian ",1,1
Merck Frosst Company ," Fitzsimmons, Heir; Maryann ",1,1
Merck Frosst Company , Ford-Hutchinson; Anthony ,3,1
Merck Frosst Company , Fortin; Rejean ,24,1
Merck Frosst Company , Frenette; Richard ,7,1
Merck Frosst Company , Friesen; Richard ,4,1
Merck Frosst Company , Funk; Colin ,2,1
Merck Frosst Company , Funk; Collin ,1,1
Merck Frosst Company , Gallant; Michel ,3,1
Merck Frosst Company , Gareau; Yves ,3,1
Merck Frosst Company , Gauthier; Jacques Y.,2,1
Merck Frosst Company , Gauthier; Jacques Yves ,3,1
Merck Frosst Company , Gauthier; Jacques-Yves ,3,1
Merck Frosst Company , Gillard; John ,3,1
Merck Frosst Company , Gillard; John W.,17,1
Merck Frosst Company , Girard; Mario ,2,1
Merck Frosst Company , Girard; Yves ,18,1
Merck Frosst Company , Grimm; Erich ,2,1
Merck Frosst Company , Grimm; Erich L.,3,1
Merck Frosst Company , Grygorczyk; Richard ,6,1
Merck Frosst Company , Guay; Daniel ,9,1
Merck Frosst Company , Guindon; Yvan ,28,1
Merck Frosst Company , Guinon; Yvan ,1,1
Merck Frosst Company , Hamel; Pierre ,9,1
Merck Frosst Company , Hutchinson; John ,3,1
Merck Frosst Company , Hutchinson; John H.,13,1
Merck Frosst Company , Jones; Thomas R.,1,0
Merck Frosst Company , Kennedy; Brian P.,1,0
Merck Frosst Company , Labelle; Marc ,5,1
Merck Frosst Company , Lau; Cheuk K.,13,1
Merck Frosst Company , Lau; Cheuk Kun ,1,1
Merck Frosst Company , Leblanc; Yves ,4,0
Merck Frosst Company , LeBlanc; Yves ,2,0
Merck Frosst Company , Leger; Serge ,10,1
Merck Frosst Company , Lepine; Carol ,1,1
Merck Frosst Company , Lepine; Carole ,3,1
Merck Frosst Company , MacDonald; Dwight ,1,1
Merck Frosst Company , Mancini; Joseph A. (St.,1,1
Merck Frosst Company , Metters; Kathleen ,6,1
Merck Frosst Company , Metters; Kathleen M.,1,1
Merck Frosst Company , Miller; Douglas K.,1,1
Merck Frosst Company , Morton; Howard E.,6,1
Merck Frosst Company , Munday; Neil A.,2,1
Merck Frosst Company , Nguyen; Truyen ,1,0
Merck Frosst Company , Nicholson; Donald ,1,1
Merck Frosst Company , Nicholson; Donald W.,4,1
Merck Frosst Company , Nicoll-Griffith; Deborah A.,2,1
Merck Frosst Company , O'Neill; Gary ,1,1
Merck Frosst Company , Ouellet; Marc ,1,1
Merck Frosst Company , Ouimet; Nathalie ,1,1
Merck Frosst Company , Percival; David ,1,1
Merck Frosst Company , Peterson; Erin P.,1,1
Merck Frosst Company , Prasit; Petpiboon ,9,0
Merck Frosst Company , Prescott; Sylvie ,1,1
Merck Frosst Company , Rasper; Dita M.,1,1
Merck Frosst Company , Rokach; Joshua ,13,1
Merck Frosst Company , Rotonda; Jennifer ,1,1
Merck Frosst Company , Roy; Patrick ,4,1
Merck Frosst Company , Ruchmore; Thomas H.,1,1
Merck Frosst Company , Ruel; Rejean ,1,1
Merck Frosst Company , Rushmore; Thomas H.,2,0
Merck Frosst Company , Sawyer; Nicole ,1,1
Merck Frosst Company , Scheigetz; John ,5,1
Merck Frosst Company , Schiegetz; John ,1,1
Merck Frosst Company , Slipetz; Deborah ,1,0
Merck Frosst Company , Slipetz; Deborah M.,1,1
Merck Frosst Company , Therien; Michel ,11,1
Merck Frosst Company , Thornberry; Nancy A.,1,1
Merck Frosst Company , Trimble; Laird A.,2,1
Merck Frosst Company , Vaillancourt; John P.,3,1
Merck Frosst Company , Vickers; Philip J.,1,1
Merck Frosst Company , Wang; Zhaoyin ,5,1
Merck Frosst Company , Wong; Elizabeth ,1,1
Merck Frosst Company , Xiang; Yi B.,1,1
Merck Frosst Company , Xiang; Yi Bin ,1,1
Merck Frosst Company , Yergey; James A. (St.,2,1
Merck Frosst Company , Yoakim; Christiane ,16,1
Merck Frosst Company , Young; Robert N.,5,1
Merck Frosst Company , Zamboni; Robert ,2,1
Merck Frosst Company , Aspiotis; Renee ,1,1
Merck Frosst Company , Billot; Xavier ,1,1
Merck Frosst Company , Colucci; John ,1,0
Merck Frosst Company , Deschenes; Denis ,1,1
Merck Frosst Company , Dube; Daniel (St.,2,1
Merck Frosst Company , Dube; Laurence ,2,1
Merck Frosst Company , Gallant; Michel ,2,1
Merck Frosst Company , Girard; Yves ,2,1
Merck Frosst Company , Gosselin; Francis ,1,1
Merck Frosst Company , Han; Yongxin ,1,0
Merck Frosst Company , Lacombe; Patrick ,2,1
Merck Frosst Company , Macdonald; Dwight ,2,1
Merck Frosst Company , O'Shea; Paul ,1,1
Merck Frosst Company , Wilson; Marie-Claire ,1,1
Merck Frosst Company , Young; Robert N.,1,1
Merck Frosst Company , Gillard; John W.,1,1
Merck Frosst Company , Girard; Yves ,1,1
Merck Frosst Company , Guindon; Yvan ,1,1
Merck Frosst Company , Morton; Howard E.,1,1
Merck Frosst Company , Yoakim; Christiane ,1,1
Merck Frosst Company , O'Shea; Paul ,1,1
Merck Frosst Company , Tillyer; Richard ,1,1
Merck Frosst Company , Wang; Xin ,1,0
Merck Frosst Company , Abramovitz; Mark ,5,1
Merck Frosst Company , Ali; Ambereen ,2,1
Merck Frosst Company , Aspiotis; Renee ,1,0
Merck Frosst Company , Atkinson; Joseph G.,1,1
Merck Frosst Company , Bayly; Christopher ,1,1
Merck Frosst Company , Bazin; Cynthia ,1,1
Merck Frosst Company , Beaulieu; Christian ,1,1
Merck Frosst Company , Belley; Michel ,1,1
Merck Frosst Company , Berthelette; Carl ,3,1
Merck Frosst Company , Blouin; Marc (St.,3,1
Merck Frosst Company , Boie; Yves ,4,1
Merck Frosst Company , Boyd; Michael ,3,1
Merck Frosst Company , Chen; Cheng Y.,1,1
Merck Frosst Company , Chou; Jun-Hong ,1,1
Merck Frosst Company , Clas; Sophie Dorothee ,1,1
Merck Frosst Company , Clas; Sophie-Dorothee ,4,1
Merck Frosst Company , Claveau; David ,1,1
Merck Frosst Company , Conlon; David ,1,1
Merck Frosst Company , Cote; Bernard ,4,1
Merck Frosst Company , Crocker; Louis S.,1,1
Merck Frosst Company , Cromlish; Wanda ,1,1
Merck Frosst Company , Dalton; Chad ,4,1
Merck Frosst Company , Davies; Ian ,1,1
Merck Frosst Company , Davies; Ian W.,1,1
Merck Frosst Company , Deschenes; Denis ,3,1
Merck Frosst Company , Desmarais; Sylvie ,1,1
Merck Frosst Company , Dube; Daniel ,3,1
Merck Frosst Company , Dube; Daniel (St.,1,1
Merck Frosst Company , Ducharme; Yves ,6,1
Merck Frosst Company , Dufresne; Claude ,2,1
Merck Frosst Company , Ford-Hutchinson; Anthony ,1,1
Merck Frosst Company , Fortin; Rejean ,3,1
Merck Frosst Company , Freisen; Richard ,2,0
Merck Frosst Company , Frenette; Richard ,6,1
Merck Frosst Company , Friesen; Richard ,5,0
Merck Frosst Company , Friesen; Rick ,1,0
Merck Frosst Company , Gagnon; Marc ,1,1
Merck Frosst Company , Gallant; Michel ,4,0
Merck Frosst Company , Gareau; Yves ,1,1
Merck Frosst Company , Gauthier; Jacques Yves ,2,1
Merck Frosst Company , Gentzler; Michael B.,1,1
Merck Frosst Company , Girard; Mario ,2,1
Merck Frosst Company , Girard; Mario (St.,2,1
Merck Frosst Company , Girard; Yves ,6,1
Merck Frosst Company , Godbout; Cedrickx ,2,1
Merck Frosst Company , Grabowski; Edward J. J.,1,1
Merck Frosst Company , Gresser; Michael ,1,1
Merck Frosst Company , Grygorczyk; Richard ,2,1
Merck Frosst Company , Guay; Daaniel ,1,1
Merck Frosst Company , Guay; Daniel ,4,1
Merck Frosst Company , Hamel; Pierre ,4,1
Merck Frosst Company , Ho; Guo-Jie ,1,1
Merck Frosst Company , Juteau; Helene ,1,1
Merck Frosst Company , Kennedy; Brian ,2,1
Merck Frosst Company , King; Anthony On-Ping ,1,1
Merck Frosst Company , Kwong; Elizabeth ,1,1
Merck Frosst Company , Labelle; Marc ,4,1
Merck Frosst Company , LaBelle; Marc ,1,1
Merck Frosst Company , Lachance; Nicolas ,1,1
Merck Frosst Company , LaChance; Nicolas ,1,1
Merck Frosst Company , Lacombe; Patrick ,6,1
Merck Frosst Company , Laliberte; Sebastien ,2,1
Merck Frosst Company , Larsen; Robert D.,1,1
Merck Frosst Company , Lau; Cheuk ,2,1
Merck Frosst Company , Lau; Cheuk Kun ,1,1
Merck Frosst Company , Leblanc; Yves ,1,0
Merck Frosst Company , Li; Chun ,1,0
Merck Frosst Company , Li; Chun Sing ,1,1
Merck Frosst Company , Li; Lianhai ,2,1
Merck Frosst Company , Macdonald; Dwight ,1,1
Merck Frosst Company , MacDonald; Dwight ,2,1
Merck Frosst Company , Mancini; Joseph ,1,0
Merck Frosst Company , Martins; Evelyn ,3,1
Merck Frosst Company , Mastracchio; Anthony ,2,1
Merck Frosst Company , McCauley; James A.,1,1
Merck Frosst Company , Mellon; Christophe ,2,1
Merck Frosst Company , Metters; Kathleen ,5,1
Merck Frosst Company , Michaels; James N.,1,1
Merck Frosst Company , Munday; Neil A.,2,1
Merck Frosst Company , Nguyen; Truyen ,1,1
Merck Frosst Company , Nicholson; Don ,1,1
Merck Frosst Company , Nicholson; Donald W.,3,1
Merck Frosst Company , O'Shea; Paul ,3,1
Merck Frosst Company , Perrier; Helene ,3,1
Merck Frosst Company , Prescott; Sylvie ,2,1
Merck Frosst Company , Ramachandran; Chidambaran ,1,1
Merck Frosst Company , Riendeau; Denis ,1,1
Merck Frosst Company , Robichoud; Annette ,1,1
Merck Frosst Company , Roy; Bruno ,2,1
Merck Frosst Company , Roy; Patrick ,1,1
Merck Frosst Company , Ruel; Rejean ,3,1
Merck Frosst Company , Rushmore; Thomas H.,2,1
Merck Frosst Company , Sawyer; Nicole ,3,1
Merck Frosst Company , Scheigetz; John ,3,1
Merck Frosst Company , Skorey; Kathryn ,1,0
Merck Frosst Company , Slipetz; Deborah ,1,1
Merck Frosst Company , Slipetz; Deborah M.,4,1
Merck Frosst Company , Sturino; Claudio ,1,1
Merck Frosst Company , Sturino; Claudio F.,2,1
Merck Frosst Company , Therien; Michel ,1,1
Merck Frosst Company , Thibert; Roch ,1,1
Merck Frosst Company , Tillyer; Richard D.,3,1
Merck Frosst Company , Truong; Vouy Linh ,1,1
Merck Frosst Company , Vailaya; Anant ,1,1
Merck Frosst Company , Vaillancourt; John P.,2,1
Merck Frosst Company , Wang; Xin ,3,0
Merck Frosst Company , Wang; Zhaoyin ,4,0
Merck Frosst Company , Wu; Michael Guojie ,1,1
Merck Frosst Company , Zhao; Dalian ,1,1
Merck Frosst Company , Dube; Daniel ,1,1
Merck Frosst Company , Fortin; Rejean ,1,1
Merck Frosst Company , Friesen; Richard ,1,0
Merck Frosst Company , Aspiotis; Renee ,1,1
Merck Frosst Company , Dube; Daniel (St.,1,1
Merck Frosst Company , Dube; Laurence ,1,1
Merck Frosst Company , Gallant; Michel ,1,1
Merck Frosst Company , Girard; Yves ,1,1
Merck Frosst Company , Lacombe; Patrick ,1,1
Merck Frosst Company , Macdonald; Dwight ,1,1
Merck Sharp & Dohme Corp., Aspiotis; Renee ,1,1
Merck Sharp & Dohme Corp., Atkinson; Joseph G.,1,1
Merck Sharp & Dohme Corp., Aulakh; Virender ,1,1
Merck Sharp & Dohme Corp., Bachand; Benoit ,1,1
Merck Sharp & Dohme Corp., Baldwin; John J.,1,1
Merck Sharp & Dohme Corp., Bara; Thomas ,1,1
Merck Sharp & Dohme Corp., Beaulieu; Christian ,1,1
Merck Sharp & Dohme Corp., Beaulieu; Patrick ,1,1
Merck Sharp & Dohme Corp., Bennett; David Jonathan ,1,1
Merck Sharp & Dohme Corp., Berthelette; Carl ,2,1
Merck Sharp & Dohme Corp., Bhat; Sathesh ,1,1
Merck Sharp & Dohme Corp., Biswas; Dipshikha ,1,1
Merck Sharp & Dohme Corp., Boyd; Michael ,2,1
Merck Sharp & Dohme Corp., Brochu; Marie-Christine ,1,1
Merck Sharp & Dohme Corp., Brockunier; Linda ,1,1
Merck Sharp & Dohme Corp., Bungard; Christopher J.,1,1
Merck Sharp & Dohme Corp., Burnett; Duane A.,1,1
Merck Sharp & Dohme Corp., Chackalamannil; Samuel ,2,1
Merck Sharp & Dohme Corp., Charron; Sylvie ,1,1
Merck Sharp & Dohme Corp., Chelliah; Mariappan V.,1,1
Merck Sharp & Dohme Corp., Chen; Austin ,1,1
Merck Sharp & Dohme Corp., Clas; Sophie-Dorothee ,1,1
Merck Sharp & Dohme Corp., Clasby; Martin ,1,1
Merck Sharp & Dohme Corp., Colandrea; Vince J.,1,1
Merck Sharp & Dohme Corp., Colucci; John ,2,1
Merck Sharp & Dohme Corp., Crane; Sheldon ,1,1
Merck Sharp & Dohme Corp., Dube; Daniel ,1,1
Merck Sharp & Dohme Corp., Ducharme; Yves ,1,1
Merck Sharp & Dohme Corp., Ferrara; Marco ,1,1
Merck Sharp & Dohme Corp., Fortin; Rejean ,1,1
Merck Sharp & Dohme Corp., Frenette; Richard ,1,1
Merck Sharp & Dohme Corp., Friesen; Richard ,1,1
Merck Sharp & Dohme Corp., Gagnon; Marc ,1,1
Merck Sharp & Dohme Corp., Gallant; Michel ,1,1
Merck Sharp & Dohme Corp., Gareau; Yves ,1,1
Merck Sharp & Dohme Corp., Greshock; Thomas J.,1,1
Merck Sharp & Dohme Corp., Grimm; Erich L.,1,1
Merck Sharp & Dohme Corp., Grise-Bard; Christiane ,1,1
Merck Sharp & Dohme Corp., Guo; Zhuyan ,1,1
Merck Sharp & Dohme Corp., Han; Yongxin ,2,1
Merck Sharp & Dohme Corp., Harper; Steven ,1,1
Merck Sharp & Dohme Corp., Holloway; Katharine M.,1,1
Merck Sharp & Dohme Corp., Jayne; Charles ,1,1
Merck Sharp & Dohme Corp., Josien; Hubert ,1,1
Merck Sharp & Dohme Corp., Juteau; Helen ,1,1
Merck Sharp & Dohme Corp., Juteau; Helene ,2,1
Merck Sharp & Dohme Corp., Lacombe; Patrick ,1,1
Merck Sharp & Dohme Corp., Laliberte; Sebastien ,1,1
Merck Sharp & Dohme Corp., Liverton; Nigel ,1,1
Merck Sharp & Dohme Corp., MacKay; Bruce ,1,1
Merck Sharp & Dohme Corp., Marcantonio; Karen ,1,1
Merck Sharp & Dohme Corp., McCauley; John ,1,1
Merck Sharp & Dohme Corp., McCauley; John A.,1,1
Merck Sharp & Dohme Corp., McClure; David E.,1,1
Merck Sharp & Dohme Corp., McKay; Daniel ,2,1
Merck Sharp & Dohme Corp., Methot; Joey ,1,1
Merck Sharp & Dohme Corp., Methot; Joey L.,1,1
Merck Sharp & Dohme Corp., Miao; Shouwu ,1,1
Merck Sharp & Dohme Corp., Molinaro; Carmela ,1,0
Merck Sharp & Dohme Corp., Moradei; Oscar Miguel ,1,1
Merck Sharp & Dohme Corp., Murry; Jerry ,1,1
Merck Sharp & Dohme Corp., Naccache; Rafik ,1,1
Merck Sharp & Dohme Corp., Nadeau; Christian ,1,1
Merck Sharp & Dohme Corp., Neelamkavil; Santhosh ,1,1
Merck Sharp & Dohme Corp., Pinto; Patrick ,1,1
Merck Sharp & Dohme Corp., Rajagopalan; Murali ,1,1
Merck Sharp & Dohme Corp., Roy; Patrick ,1,1
Merck Sharp & Dohme Corp., Rudd; Michael T.,1,1
Merck Sharp & Dohme Corp., Shah; Unmesh ,2,1
Merck Sharp & Dohme Corp., Simard; Daniel ,1,1
Merck Sharp & Dohme Corp., Summa; Vincenzo ,1,1
Merck Sharp & Dohme Corp., Truong; Vouy Linh ,1,1
Merck Sharp & Dohme Corp., Tummanapalli; Satyanarayana ,1,1
Merck Sharp & Dohme Corp., Vanankaval; Narayan ,1,1
Merck Sharp & Dohme Corp., Velazquez; Francisco ,2,1
Merck Sharp & Dohme Corp., Venkatraman; Srikanth ,2,1
Merck Sharp & Dohme Corp., Villeneuve; Karine ,2,1
Merck Sharp & Dohme Corp., Villeneuve; Karine M.,1,1
Merck Sharp & Dohme Corp., Williams; Peter D.,1,1
Merck Sharp & Dohme Corp., Wu; Tom Yao-Hsiang ,1,1
Merck Sharp & Dohme Corp., Xia; Yan ,1,1
Merck Sharp & Dohme Corp., Yu; Hongshi ,1,1
Merck Sharp & Dohme Corp., Zaghdane; Helmi ,1,1
Merck Sharp & Dohme Corp., Beaulieu; Christian ,1,1
Merck Sharp & Dohme Corp., Bennett; David J.,1,1
Merck Sharp & Dohme Corp., Bungard; Christopher J.,1,1
Merck Sharp & Dohme Corp., Chang; Ronald K.,1,1
Merck Sharp & Dohme Corp., Crane; Sheldon ,1,1
Merck Sharp & Dohme Corp., Greshock; Thomas J.,1,1
Merck Sharp & Dohme Corp., Hao; Li ,1,1
Merck Sharp & Dohme Corp., Holloway; Kate ,1,1
Merck Sharp & Dohme Corp., Manikowski; Jesse J.,1,1
Merck Sharp & Dohme Corp., McCauley; John A.,1,1
Merck Sharp & Dohme Corp., McKay; Daniel ,1,1
Merck Sharp & Dohme Corp., Molinaro; Carmela ,1,1
Merck Sharp & Dohme Corp., Moradei; Oscar Miguel ,1,1
Merck Sharp & Dohme Corp., Nadeau; Christian ,1,1
Merck Sharp & Dohme Corp., Nantermet; Philippe G.,1,1
Merck Sharp & Dohme Corp., Shipe; William ,1,1
Merck Sharp & Dohme Corp., Singh; Sanjay Kumar ,1,1
Merck Sharp & Dohme Corp., Truong; Vouy Linh ,1,1
Merck Sharp & Dohme Corp., Tummanapalli; Satyanarayana ,1,1
Merck Sharp & Dohme Corp., Vijayasaradhi; Sivalenka ,1,1
Merck Sharp & Dohme Corp., Williams; Peter D.,1,1
Merck Sharp & Dohme Corp., Wiscount; Catherine M.,1,1
Merck Sharp & Dohme Corp., Atkinson; Joseph G.,3,1
Merck Sharp & Dohme Corp., Baldwin; John J.,1,1
Merck Sharp & Dohme Corp., Luke; Michael O.,1,1
Merck Sharp & Dohme Corp., McClure; David E.,1,1
Merck Sharp & Dohme Corp., Wasson; Burton K.,1,1
ME RESOURCE CORP , Boffito; Daria Camilla ,1,1
ME RESOURCE CORP , Patience; Gregory ,1,1
Merk Frosst Canada & Co., Aspiotis; Renee ,1,1
Merk Frosst Canada & Co., Bayly; Christopher ,1,1
Merk Frosst Canada & Co., Black; Cameron ,1,1
Merk Frosst Canada & Co., Francoeur; Sebastien ,1,1
Merk Frosst Canada & Co., Giroux; Andre ,1,1
Merk Frosst Canada & Co., Grimm; Erich ,1,1
Merk Frosst Canada & Co., Han; Yongxin ,1,0
Merk Frosst Canada & Co., McKay; Dan ,1,1
Merk Frosst Canada & Co., Prasit; Petpiboon ,1,1
Merk Frosst Canada & Co., Zamboni; Robert ,1,1
"Merrimack Pharmaceuticals, Inc.", Murgita; Robert A.,1,1
"Metabolix, Inc.", Aquin; Stephanie ,1,1
"Metabolix, Inc.", Peoples; Oliver P.,1,1
"Metabolix, Inc.", Snell; Kristi D.,1,1
"Metabolix, Inc.", Brunelle; Denis ,1,1
"Metabolix, Inc.", Gravel; Bernard ,1,1
"Metabolix, Inc.", Ren; Jian Min (St.,1,1
"Metabolix, Inc.", Riviere; John ,1,1
"Metabolix, Inc.", D'Sylva; Olwyn A.,2,1
"Metabolix, Inc.", DeVoe; Irving W.,2,1
"Metabolix, Inc.", Fine; David A.,2,1
"Methyl Gene, Inc.", MacLeod; A.,1,1
"Methyl Gene, Inc.", Ajamian; Alain ,1,1
"Methyl Gene, Inc.", Beaulieu; Patrick ,1,1
"Methyl Gene, Inc.", Chantigny; Yves Andre ,1,1
"Methyl Gene, Inc.", Chesworth; Richard ,1,1
"Methyl Gene, Inc.", Claridge; Stephen William ,3,0
"Methyl Gene, Inc.", Deziel; Robert ,2,1
"Methyl Gene, Inc.", Gaudette; Frederic ,1,1
"Methyl Gene, Inc.", Granger; Marie-Claude ,2,1
"Methyl Gene, Inc.", Isakovic; Ljubomir ,3,1
"Methyl Gene, Inc.", Kishida; Masashi ,1,1
"Methyl Gene, Inc.", Leit; Silvana ,1,1
"Methyl Gene, Inc.", Mancuso; John ,1,1
"Methyl Gene, Inc.", Mannion; Michael ,3,0
"Methyl Gene, Inc.", Nantel; Miguel ,1,1
"Methyl Gene, Inc.", Raeppel; Franck ,2,0
"Methyl Gene, Inc.", Raeppel; Stephane ,1,1
"Methyl Gene, Inc.", Saavedra; Oscar Mario ,1,0
"Methyl Gene, Inc.", Shapiro; Gideon ,1,1
"Methyl Gene, Inc.", Smil; David ,1,0
"Methyl Gene, Inc.", Tessier; Pierre ,1,1
"Methyl Gene, Inc.", Uno; Tetsuyuki ,1,1
"Methyl Gene, Inc.", Vaisburg; Arkadii ,3,1
"Methyl Gene, Inc.", Zhan; Lijie ,3,0
"Methyl Gene, Inc.", Ajamian; Alain ,3,0
"Methyl Gene, Inc.", Allan; Martin ,1,0
"Methyl Gene, Inc.", Beaulieu; Patrick ,1,1
"Methyl Gene, Inc.", Bedard; Jean ,1,1
"Methyl Gene, Inc.", Bernstein; Naomy ,1,1
"Methyl Gene, Inc.", Berstein; Noemy ,1,1
"Methyl Gene, Inc.", Besterman; Jeffrey M ,1,1
"Methyl Gene, Inc.", Besterman; Jeffrey M.,2,1
"Methyl Gene, Inc.", Bouchain; Giliane ,2,1
"Methyl Gene, Inc.", Campeol; Nadia ,1,0
"Methyl Gene, Inc.", Chantigny; Yves Andre ,1,1
"Methyl Gene, Inc.", Chen; Helen ,1,1
"Methyl Gene, Inc.", Claridge; Stephen William ,8,0
"Methyl Gene, Inc.", Delorme; Daniel ,3,1
"Methyl Gene, Inc.", Deziel; Robert ,4,1
"Methyl Gene, Inc.", Dininno; Frank ,1,1
"Methyl Gene, Inc.", Dominguez; Celia ,1,1
"Methyl Gene, Inc.", Dykstra; Kevin ,1,1
"Methyl Gene, Inc.", Frechette; Sylvie ,8,1
"Methyl Gene, Inc.", Gaudette; Frederic ,9,1
"Methyl Gene, Inc.", Georgopapadakou; Nafsika ,2,1
"Methyl Gene, Inc.", Granger; Marie-Claude ,2,1
"Methyl Gene, Inc.", Hammond; Milton L.,1,1
"Methyl Gene, Inc.", Hermes; Jeffrey Donald ,1,1
"Methyl Gene, Inc.", Hu; Wenqi ,1,1
"Methyl Gene, Inc.", Isakovic; Ljubomir ,7,1
"Methyl Gene, Inc.", Isakovic; Lubo ,2,1
"Methyl Gene, Inc.", Kim; Seongkon ,1,1
"Methyl Gene, Inc.", Kishida; Masashi ,2,1
"Methyl Gene, Inc.", Leit de Moradei; Silvana Marcela ,1,1
"Methyl Gene, Inc.", Leit; Silvana ,6,1
"Methyl Gene, Inc.", Liewellyn; David ,1,1
"Methyl Gene, Inc.", Machaalani; Roger ,1,1
"Methyl Gene, Inc.", Mallais; Tammy ,2,1
"Methyl Gene, Inc.", Mallais; Tammy C.,1,1
"Methyl Gene, Inc.", Mancuso; John ,1,1
"Methyl Gene, Inc.", Manku; Sukhdev ,1,1
"Methyl Gene, Inc.", Mannion; Michael ,7,0
"Methyl Gene, Inc.", Moradei; Oscar ,7,1
"Methyl Gene, Inc.", Paquin; Isabelle ,5,1
"Methyl Gene, Inc.", Raeppel; Franck ,4,0
"Methyl Gene, Inc.", Raeppel; Stephane ,4,1
"Methyl Gene, Inc.", Raeppel; Stephane (St.,6,1
"Methyl Gene, Inc.", Rahil; Jubrail ,2,1
"Methyl Gene, Inc.", Roy; Simon ,3,1
"Methyl Gene, Inc.", Saavedra; Oscar Mario ,6,0
"Methyl Gene, Inc.", Sato; Norifumi ,1,1
"Methyl Gene, Inc.", Smil; David ,3,0
"Methyl Gene, Inc.", Szyf; Moshe ,1,1
"Methyl Gene, Inc.", Tan; Qiang ,1,1
"Methyl Gene, Inc.", Tessier; Pierre ,4,1
"Methyl Gene, Inc.", Therrien; Eric ,1,1
"Methyl Gene, Inc.", Uno; Tetsuyuki ,1,1
"Methyl Gene, Inc.", Vaisburg; Arkadii ,16,1
"Methyl Gene, Inc.", Wahhab; Amal ,2,1
"Methyl Gene, Inc.", Woo; Soon Hyung ,1,1
"Methyl Gene, Inc.", Young; Katherine ,1,1
"Methyl Gene, Inc.", Yuki; Yohei ,1,1
"Methyl Gene, Inc.", Zhan; Lijie ,8,0
"Methyl Gene, Inc.", Zhou; Nancy Z.,1,1
"Methyl Gene, Inc.", Zhou; Zhihong ,1,1
"Methyl Gene, Inc.", Abou-Khalil; Elie ,1,1
"Methyl Gene, Inc.", Delorme; Daniel ,1,1
"Methyl Gene, Inc.", Lavoie; Rico ,1,1
"Methyl Gene, Inc.", Ruel; Rejean ,1,1
"Methyl Gene, Inc.", Thibault; Carl ,1,1
"Methyl Gene, Inc.", Abou-Khalil; Elie ,1,1
"Methyl Gene, Inc.", Beaulieu; Patrick ,1,1
"Methyl Gene, Inc.", Besterman; Jeffrey M.,2,1
"Methyl Gene, Inc.", Bigey; Pascal ,2,1
"Methyl Gene, Inc.", Bouchain; Giliane ,1,1
"Methyl Gene, Inc.", Chantigny; Yves Andre ,1,1
"Methyl Gene, Inc.", Chesworth; Richard ,1,1
"Methyl Gene, Inc.", Delorme; Daniel ,1,1
"Methyl Gene, Inc.", Delorme; Daniel (St.,1,1
"Methyl Gene, Inc.", Deziel; Robert ,1,1
"Methyl Gene, Inc.", Frechette; Sylvie ,1,1
"Methyl Gene, Inc.", Lavoie; Rico ,1,1
"Methyl Gene, Inc.", Leit; Silvana ,2,1
"Methyl Gene, Inc.", Mancuso; John ,1,1
"Methyl Gene, Inc.", Moradei; Oscar ,1,1
"Methyl Gene, Inc.", Raeppel; Stephane ,1,1
"Methyl Gene, Inc.", Rahil; Jubrail ,2,1
"Methyl Gene, Inc.", Ramchandani; Shyam ,2,1
"Methyl Gene, Inc.", Ruel; Rejean (St.,1,1
"Methyl Gene, Inc.", Shapiro; Gideon ,1,1
"Methyl Gene, Inc.", Smil; David ,1,0
"Methyl Gene, Inc.", Szyf; Moshe (Cote St.,2,1
"Methyl Gene, Inc.", Tessier; Pierre ,1,1
"Methyl Gene, Inc.", Thibault; Carl ,1,1
"Methyl Gene, Inc.", Vaisburg; Arkadii ,3,1
"Methyl Gene, Inc.", Woo; Soon Hyung ,1,1
"Methyl Gene, Inc.", Zhou; Zhihong ,1,1
"Methyl Gene, Inc.", Bernstein; Naomy ,1,1
"Methyl Gene, Inc.", Berstein; Naomy ,1,1
"Methyl Gene, Inc.", Claridge; Stephen William ,3,1
"Methyl Gene, Inc.", Deziel; Robert ,1,1
"Methyl Gene, Inc.", Gaudette; Frederic ,1,1
"Methyl Gene, Inc.", Granger; Marie-Claude ,2,1
"Methyl Gene, Inc.", Isakovic; Ljubomir ,2,1
"Methyl Gene, Inc.", Llewellyn; David ,1,1
"Methyl Gene, Inc.", Mannion; Michael ,2,1
"Methyl Gene, Inc.", Raeppel; Franck ,3,1
"Methyl Gene, Inc.", Raeppel; Stephane (St.,2,1
"Methyl Gene, Inc.", Saavedra; Oscar Mario ,3,1
"Methyl Gene, Inc.", Vaisburg; Arkadii ,3,1
"Methyl Gene, Inc.", Wahhab; Amal ,1,1
"Methyl Gene, Inc.", Zhan; Lijie ,3,1
"Methyl Gene, Inc.", Zhou; Nancy Z.,1,1
Michigan Cancer Foundation , Nabi; Ivan R.,2,1
Michigan Cancer Foundation , Otto; Thomas ,2,1
Michigan Cancer Foundation , Raz; Avraham ,2,1
Michigan Cancer Foundation , Watanabe; Hideomi ,2,1
Micrologix Biotech Inc., Iyer; Radhakrishnan ,1,1
Micrologix Biotech Inc., Jin; Yi ,1,1
Micrologix Biotech Inc., Roland; Arlene ,1,1
Micrologix Biotech Inc., Zhou; Wenqiang ,1,1
Micromass UK Limited , Dongre; Ashok R.,1,1
Micromass UK Limited , Geromanos; Scott ,1,1
