Source,Target,Weight,If_across,Type
"3-Dimensional Pharmaceuticals, Inc.", Barnickel; Gerhard ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Bernotat-Danielowski; Sabine ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Cezanne; Bertram ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Devant; Ralf ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Dhanoa; Daljit ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Mederski; Werner ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Melzer; Guido ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Player; Mark ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Soll; Richard ,1,1,undirected
"3-Dimensional Pharmaceuticals, Inc.", Zhao; Bao-Ping ,1,1,undirected
ABB Environmental Services Inc., Sublette; Kerry L.,1,1,undirected
Abb Lummus Global Inc., Chapman; Paul J.,1,1,undirected
Abb Lummus Global Inc., Gartside; Robert J.,1,1,undirected
Abb Lummus Global Inc., Platvoet; Erwin M. J.,1,1,undirected
Abb Lummus Global Inc., Chapman; Paul ,1,1,undirected
Abb Lummus Global Inc., Gartside; Robert John ,1,1,undirected
Abb Lummus Global Inc., McCarthy; Frank D.,1,1,undirected
Abb Lummus Global Inc., Platvoet; Erwin M. J.,1,1,undirected
Abb Lummus Global Inc., Ponzi; Peter Robert ,1,1,undirected
Abbott Laboratories , Artiss; Joseph D.,1,1,undirected
Abbott Laboratories , Bensie; Jill M.,1,1,undirected
Abbott Laboratories , Raden; Daniel S.,1,1,undirected
Abbott Laboratories , Zak; Bennie ,1,1,undirected
Abbott Point of Care Inc., Cheadle; Rhonda J.,1,1,undirected
Abbott Point of Care Inc., Lauks; Imants R.,1,1,undirected
Abbott Point of Care Inc., Maczuszenko; Andrzej ,1,1,undirected
Abbott Point of Care Inc., Opalsky; David ,1,1,undirected
Abbott Point of Care Inc., Widrig Opalsky; Cindra A.,1,1,undirected
"Accelrys Software, Inc.", Diller; David J.,1,1,undirected
"Accelrys Software, Inc.", Merz Jr.; Kenneth M.,1,1,undirected
"Achillion Pharmaceuticals, Inc.", Chen; Dawei ,7,1,undirected
"Achillion Pharmaceuticals, Inc.", Deshpande; Milind ,6,1,undirected
"Achillion Pharmaceuticals, Inc.", Gadhachanda; Venkat ,2,1,undirected
"Achillion Pharmaceuticals, Inc.", Lee; Shouming ,1,1,undirected
"Achillion Pharmaceuticals, Inc.", Li; Shouming ,6,1,undirected
"Achillion Pharmaceuticals, Inc.", Liu; Cuixian ,7,1,undirected
"Achillion Pharmaceuticals, Inc.", Ohkanda; Junko ,5,1,undirected
"Achillion Pharmaceuticals, Inc.", Phadke; Avinash ,7,1,undirected
"Achillion Pharmaceuticals, Inc.", Quinn; Jesse ,7,1,undirected
"Achillion Pharmaceuticals, Inc.", Shen; Yiping ,5,1,undirected
"Achillion Pharmaceuticals, Inc.", Thurkauf; Andrew ,5,1,undirected
"Achillion Pharmaceuticals, Inc.", Wang; Xiangzhu ,7,1,undirected
"Achillion Pharmaceuticals, Inc.", Zhang; Suoming ,2,1,undirected
Adolor Corporation , Dolle; Roland E.,2,1,undirected
Adolor Corporation , Worm; Karin ,2,1,undirected
Adolor Corporation , Zhou; Q.,2,1,undirected
"Advanced Medicine East, Inc.", Branstrom; Arthur A.,1,1,undirected
"Advanced Medicine East, Inc.", Goldman; Robert C.,1,1,undirected
"Aero Chem Research Lab., Inc.", Dickson; Charles R.,1,0,undirected
"Aero Chem Research Lab., Inc.", Gould; Robert K. (E.,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Cao; Sheldon ,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Popovici-Muller; Janeta ,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Salituro; Francesco G.,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Saunders; Jeffrey O.,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Tan; Xuefei ,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Travins; Jeremy ,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Yan; Shunqi ,1,1,undirected
"AGIOS PHARMACEUTICALS, INC ", Ye; Zhixiong ,1,1,undirected
Akzo Nobel N. V., Hanna; Paul K.,1,1,undirected
Akzo Nobel N. V., Piotrowski; Andrzej M.,1,1,undirected
Akzo Nobel N. V., Triplett; Kelly B.,1,1,undirected
Akzo Nobel N. V., Cheron; Teresa M.,3,1,undirected
Akzo Nobel N. V., Hanna; Paul K.,5,1,undirected
Akzo Nobel N. V., Kershner; David L.,1,1,undirected
Akzo Nobel N. V., Peterson; Claude B.,1,1,undirected
Akzo Nobel N. V., Piotowski; Andrzej M.,1,1,undirected
Akzo Nobel N. V., Piotrowski; Andrzej M.,1,1,undirected
Akzo Nobel N. V., Triplett; Kelly B.,1,1,undirected
Akzo Nobel N. V., Hanna; Paul K.,1,1,undirected
Akzo Nobel N. V., Cheron; Teresa M.,1,1,undirected
Akzo Nobel N. V., Hanna; Paul K.,4,1,undirected
Akzo Nobel N. V., Hoentjen; Gerrit ,1,1,undirected
Akzo Nobel N. V., Leijenaar; Steven R.,1,0,undirected
Akzo Nobel N. V., Lommerts; Bert J.,1,1,undirected
Akzo Nobel N. V., Piotrowski; Andrzej M.,3,1,undirected
Akzo Nobel N. V., Triplett; Kelly B.,1,1,undirected
Akzo N.V., Hanna; Paul K.,1,1,undirected
Akzo N.V., Piotrowski; Andrzej M.,1,1,undirected
Akzo N.V., Hanna; Paul K.,1,1,undirected
Akzo N.V., Kershner; David L.,1,1,undirected
Akzo N.V., Piotrowski; Andrzej M.,1,1,undirected
Akzo N.V., Hanna; Paul K.,1,1,undirected
Akzo N.V., Piotrowski; Andrzej M.,1,1,undirected
Alberta Oil Sands Technology & Research Authority , Cyr; Theodore ,1,0,undirected
Alberta Oil Sands Technology & Research Authority , Lee; Lap-Keung ,1,1,undirected
Alberta Oil Sands Technology & Research Authority , Lewkowicz; Leszek ,1,0,undirected
Alberta Oil Sands Technology & Research Authority , Lott; Roger K.,1,0,undirected
Alberta Oil Sands Technology & Research Authority , Ozum; Baki ,1,0,undirected
Allied Products Corporation , Eichner; Mary A.,1,1,undirected
Allied Products Corporation ," Watson, Jr.; Charles R.",1,1,undirected
Allied Products Corporation , Appler; Paul Clarence ,1,1,undirected
Allied Products Corporation , Cranton; George E.,1,1,undirected
Allied Products Corporation , Hill; Norma ,1,1,undirected
Allied Products Corporation , Homenuik; Jesse ,1,1,undirected
ALSTOM Technology Ltd ," Andrus, Jr.; Herbert E.",1,1,undirected
ALSTOM Technology Ltd , Andrus; Herbert E.,1,1,undirected
ALSTOM Technology Ltd , Beal; Corinne ,1,1,undirected
ALSTOM Technology Ltd , Bialkowski; Michal T.,1,1,undirected
ALSTOM Technology Ltd , Bozzuto; Carl R.,1,1,undirected
ALSTOM Technology Ltd , Brautsch; Andreas ,1,1,undirected
ALSTOM Technology Ltd , Chiu; John H.,1,1,undirected
ALSTOM Technology Ltd , Chiu; John. H.,1,1,undirected
ALSTOM Technology Ltd , Joshi; Abhinaya ,2,1,undirected
ALSTOM Technology Ltd , Lei; Hao ,2,1,undirected
ALSTOM Technology Ltd , Liljedahl; Gregory N.,2,1,undirected
ALSTOM Technology Ltd , Lou; Xinsheng ,2,1,undirected
ALSTOM Technology Ltd , Maghdissian; Laurent ,1,1,undirected
ALSTOM Technology Ltd , Thibeault; Paul R.,2,1,undirected
ALSTOM Technology Ltd , Vandycke; Michel ,1,1,undirected
Aluguisse Holding A.G., Bebbington; Christopher Robert ,2,1,undirected
Aluguisse Holding A.G., Yarranton; Geoffrey Thomas ,2,1,undirected
Aluguisse Holding A.G., Bebbington; Christopher Robert ,3,1,undirected
Aluguisse Holding A.G., Cockett; Mark Ian ,2,1,undirected
Aluguisse Holding A.G., Wilson; Richard H.,1,1,undirected
Aluguisse Holding A.G., Yarranton; Geoffrey Thomas ,3,1,undirected
American Can Company , Boszak; Ronald J.,5,1,undirected
American Can Company , Kester; Dennis E.,1,1,undirected
American Can Company , Schlesinger; Sheldon I.,6,1,undirected
American Can Company , Schlesinger; Sheldon I. (E.,1,1,undirected
American Can Company , Schlesinger; Sheldon Irwin ,7,1,undirected
American Can Company , Bentley; Terence James ,1,1,undirected
American Can Company , Cross; Barrington ,4,1,undirected
American Can Company , Doehner Jr.; Robert F.,4,1,undirected
American Can Company , Johnson; Jerry L.,4,1,undirected
American Can Company , Ladner; David W.,4,1,undirected
American Can Company , Los; Marinus ,4,1,undirected
American Can Company , Addor; Roger W.,1,1,undirected
American Can Company , Alvarado; Sergio I.,6,1,undirected
American Can Company , Asato; Goro ,1,1,undirected
American Can Company , Barton; Jerry M.,7,1,undirected
American Can Company , Bentley; Terence J.,3,1,undirected
American Can Company , Brady; Thomas E.,6,1,undirected
American Can Company , Brigance; Robert Paul ,2,1,undirected
American Can Company , Cain; William T.,1,1,undirected
American Can Company ," Crews, Jr.",1,1,undirected
American Can Company ," Crews, Jr.; Alvin D.",6,1,undirected
American Can Company , Cross; Barrington ,14,1,undirected
American Can Company , Cruz; Kelvin ,1,1,undirected
American Can Company , Doehner Jr.; Robert F.,22,1,undirected
American Can Company ," Doehner, Jr.",3,1,undirected
American Can Company ," Doehner, Jr.; Robert F.",20,1,undirected
American Can Company , Doehner; Robert F. (E.,1,1,undirected
American Can Company , Duncan; Laurelee A.,1,1,undirected
American Can Company , Eckhardt; Thomas G.,4,1,undirected
American Can Company , Finn; John M.,2,1,undirected
American Can Company , Francis; Robert ,1,1,undirected
American Can Company ," Furch, III; Joseph A.",1,1,undirected
American Can Company , Gange; David M.,7,1,undirected
American Can Company , Gotto; John W.,4,1,undirected
American Can Company , Grasso; Charles P.,2,1,undirected
American Can Company , Grasso; Charles Paul ,2,1,undirected
American Can Company , Guaciaro; Michael A.,1,1,undirected
American Can Company , Guaciaro; Michael Anthony ,1,1,undirected
American Can Company , Harrington; Philip Mark ,1,1,undirected
American Can Company , Johnson; Jerry L.,12,1,undirected
American Can Company , Jung; Michael E.,1,1,undirected
American Can Company , Kameswaran; Venkataraman ,3,1,undirected
American Can Company , Kamhi; Victor M.,1,1,undirected
American Can Company , Karathanasis; Sotirios K.,5,1,undirected
American Can Company , Karp; Gary Mitchell (Princeton Jct.,1,1,undirected
American Can Company , Kuhn; David G.,3,1,undirected
American Can Company , Ladner; David W.,13,1,undirected
American Can Company , Little; Desiree L.,6,1,undirected
American Can Company , Long; Don W.,2,1,undirected
American Can Company , Los; Marinus ,12,1,undirected
American Can Company , Lotts; Kenneth D.,2,1,undirected
American Can Company , Mak; Paul ,5,1,undirected
American Can Company , Manfredi; Mark Christopher ,1,1,undirected
American Can Company , Maulding; Donald R.,1,1,undirected
American Can Company , McClintock; David K.,4,1,undirected
American Can Company , McCoy; Kevin M.,1,1,undirected
American Can Company , Scott; Jane V.,4,1,undirected
American Can Company , Siddens deceased; Jack K.,1,1,undirected
American Can Company , Tseng; Shin-Shyong ,1,1,undirected
American Can Company , Wepplo; Peter J.,7,1,undirected
American Can Company , Zaccardi; Joseph A.,4,1,undirected
American Can Company , Alvarado; Sergio Ivan ,1,1,undirected
American Can Company , Barnes; Keith Douglas ,1,1,undirected
American Can Company , Bullock; Billy Gene ,1,1,undirected
American Can Company , Carlsen; Marianne ,1,1,undirected
American Can Company , Cossette; Michael Vernie ,1,1,undirected
American Can Company , Guaciaro; Michael Anthony ,1,1,undirected
American Can Company , Heffernan; Gavin David ,1,1,undirected
American Can Company , Hunt; David Allen ,1,1,undirected
American Can Company , Manfredi; Mark Christopher ,1,1,undirected
American Can Company , Meier; Gary Allen ,1,1,undirected
American Can Company , Rampulla; Richard Anthony ,1,1,undirected
American Can Company , Wepplo; Peter John ,1,1,undirected
AMERICAN FELT & FILTER COMPANY , Pryne; Scott H.,1,0,undirected
American Home Products Corp., Bard; Jonathan A.,1,1,undirected
American Home Products Corp., Howland; David ,1,1,undirected
American Home Products Corp., Jacobsen; Jack S.,1,1,undirected
American Home Products Corp., Kajkowski; Eileen M.,1,1,undirected
American Home Products Corp., Ozenberger; Bradley A.,1,1,undirected
American Home Products Corp., Walker; Stephen G.,1,1,undirected
American Home Products Corp., Antane; Schuyler A.,2,1,undirected
American Home Products Corp., Barton; Jerry M.,1,1,undirected
American Home Products Corp., Bauman; John G.,1,1,undirected
American Home Products Corp., Bauman; John G. (E.,1,1,undirected
American Home Products Corp., Brightwell; Christopher Ian ,1,1,undirected
American Home Products Corp., Butera; John A.,2,1,undirected
American Home Products Corp., Chai; Sie-Yearl ,1,1,undirected
American Home Products Corp., Doehner Jr.; Robert F.,1,1,undirected
American Home Products Corp., Kelly; Michael Gerard ,1,1,undirected
American Home Products Corp., Kuhn; David G.,1,1,undirected
American Home Products Corp., Lennox; Joseph R.,2,1,undirected
American Home Products Corp., Lichty; Maynard E.,1,1,undirected
American Home Products Corp., Milowsky; Arnold S.,1,1,undirected
American Home Products Corp., Shepherd; Robin G.,1,1,undirected
American Telephone and Telegraph Company ," Frazee, Jr.; Ralph E.",1,1,undirected
American Telephone and Telegraph Company , Monroe; Douglas W.,1,1,undirected
American Telephone and Telegraph Company ," Smithgall, Sr.; David H.",1,1,undirected
American Telephone and Telegraph Company , Wei; Chenkou ,1,1,undirected
Amersham Biosciences UK Limited , Brown; Dan ,2,1,undirected
Amersham Biosciences UK Limited , Kumar; Shiv ,2,1,undirected
Amersham Biosciences UK Limited , Loakes; David ,2,1,undirected
Amersham Biosciences UK Limited , Nampalli; Satyam ,2,1,undirected
Amersham Biosciences UK Limited , Neagu; Constantin ,2,1,undirected
"Amicus Therapeutics, Inc.", Benjamin; Elfrida ,1,1,undirected
"Amicus Therapeutics, Inc.", Boyd; Robert ,7,1,undirected
"Amicus Therapeutics, Inc.", Crowley; John ,2,1,undirected
"Amicus Therapeutics, Inc.", Do; Hung V.,1,1,undirected
"Amicus Therapeutics, Inc.", Fan; Jian-Qiang ,2,1,undirected
"Amicus Therapeutics, Inc.", Flanagan; John ,3,1,undirected
"Amicus Therapeutics, Inc.", Khanna; Richie ,2,1,undirected
"Amicus Therapeutics, Inc.", Lee; Gary ,12,1,undirected
"Amicus Therapeutics, Inc.", Rene; Patricia ,2,1,undirected
"Amicus Therapeutics, Inc.", Sjoberg; Eric Richard ,3,1,undirected
"Amicus Therapeutics, Inc.", Valenzano; Kenneth ,3,1,undirected
"Amicus Therapeutics, Inc.", Valenzano; Kenneth Joseph ,1,1,undirected
"Amicus Therapeutics, Inc.", Wu; Xiaoyang ,1,1,undirected
"Amicus Therapeutics, Inc.", Benjamin; Elfrida ,4,1,undirected
"Amicus Therapeutics, Inc.", Crowley; John ,1,1,undirected
"Amicus Therapeutics, Inc.", Do; Hung V.,4,1,undirected
"Amicus Therapeutics, Inc.", Flanagan; John ,5,1,undirected
"Amicus Therapeutics, Inc.", Khanna; Richie ,1,1,undirected
"Amicus Therapeutics, Inc.", Valenzano; Kenneth ,1,1,undirected
"Amicus Therapeutics, Inc.", Wu; Xiaoyang ,4,1,undirected
"AMIRA PHARMACEUTICALS, INC.", Brittain; Jason Edward ,1,1,undirected
"AMIRA PHARMACEUTICALS, INC.", King; Christopher David ,1,1,undirected
"AMIRA PHARMACEUTICALS, INC.", Rosso; Victor W.,1,1,undirected
"AMIRA PHARMACEUTICALS, INC.", Seiders; Thomas Jon ,1,1,undirected
Amoco Corporation , Domeier; Linda A.,1,1,undirected
Anocoil Corporation , Anderson; Brian L.,1,1,undirected
Anocoil Corporation , Perron; Paul A.,1,1,undirected
Anocoil Corporation , Ryan; William J.,1,1,undirected
"Anzon America, Inc.", Capwell; Robert J.,1,1,undirected
"Anzon America, Inc.", De Sesa; Michael A.,1,1,undirected
"Anzon America, Inc.", Huang; Joseph M. G.,1,1,undirected
"Applica Cosumer Products, Inc.", Dier; Christopher ,1,1,undirected
Arkion Life Sciences , Adalsteinsson; Orn ,1,1,undirected
Arkion Life Sciences , Brodie; David A.,1,1,undirected
Arkion Life Sciences , Greenblatt; Hellen Chaya ,1,0,undirected
ARLANXEO Canada Inc., Arsenault; Gilles ,2,1,undirected
ARLANXEO Canada Inc., Nguyen; Paul ,2,1,undirected
ARLANXEO Canada Inc., Teertstra; Steven John ,1,1,undirected
ARLANXEO Canada Inc., Watson; Jessica ,1,1,undirected
ARLANXEO Deutschland GmbH , Alam; Kevin ,1,1,undirected
ARLANXEO Deutschland GmbH , Bach; Sven ,1,1,undirected
ARLANXEO Deutschland GmbH , Backer; Werner ,1,1,undirected
ARLANXEO Deutschland GmbH , Chen; Wei ,1,1,undirected
ARLANXEO Deutschland GmbH , Feller; Rolf ,2,1,undirected
ARLANXEO Deutschland GmbH , Groemping; Tobias ,1,1,undirected
ARLANXEO Deutschland GmbH , Gronowski; Adam ,1,1,undirected
ARLANXEO Deutschland GmbH , Kirchhoff; Jorg ,2,1,undirected
ARLANXEO Deutschland GmbH , Lovegrove; John ,2,1,undirected
ARLANXEO Deutschland GmbH , Mulder; Thomas ,1,1,undirected
ARLANXEO Deutschland GmbH , Nguyen; Paul ,1,1,undirected
ARLANXEO Deutschland GmbH , Paul; Hanns-Ingolf ,2,1,undirected
ARLANXEO Deutschland GmbH , Wagner; Paul ,1,1,undirected
ARLANXEO Deutschland GmbH , Werner; Baecker ,1,1,undirected
ARLANXEO Deutschland GmbH , Wiesner; Udo ,1,1,undirected
ARLANXEO Deutschland GmbH , Wise; Robert Michael ,1,1,undirected
ARLANXEO Switzerland S.A., Brandau; Sven ,1,1,undirected
ARLANXEO Switzerland S.A., Feller; Rolf ,1,1,undirected
ARLANXEO Switzerland S.A., Forner; Florian ,1,1,undirected
ARLANXEO Switzerland S.A., Kirchhoff; Jorg ,1,1,undirected
ARLANXEO Switzerland S.A., Klimpel; Michael ,1,1,undirected
ARLANXEO Switzerland S.A., Lovegrove; John ,1,1,undirected
ARLANXEO Switzerland S.A., Paul; Hanns-Ingolf ,1,1,undirected
ARLANXEO Switzerland S.A., Wagner; Paul ,1,1,undirected
ARLANXEO Switzerland S.A., Weuta; Peter ,1,1,undirected
Associated Lead Inc.," Muldrow, Jr.; Charles N.",2,1,undirected
ASTRAZENECA AB , Koike; Masamichi ,1,1,undirected
ASTRAZENECA AB , Spitalny; George L.,1,1,undirected
ASTRAZENECA AB , Wheeler; Alistair ,1,1,undirected
ASTRAZENECA AB , White; Barbara ,1,1,undirected
AT&T Bell Laboratories ," Frazee, Jr.; Ralph E.",1,1,undirected
AT&T Bell Laboratories ," Smithgall, Sr.; David H.",1,1,undirected
AT&T Bell Laboratories , Smithgall; David H.,2,1,undirected
AT&T Bell Laboratories , Woodward; Alan T.,2,1,undirected
"AT&T Technologies, Inc.", Andrejco; Matthew J.,1,1,undirected
"AT&T Technologies, Inc.", Haynes; Richard ,1,1,undirected
"AT&T Technologies, Inc.", Jackson; Anna M.,1,1,undirected
"AT&T Technologies, Inc.", Ling; Hung C.,3,1,undirected
"AT&T Technologies, Inc.", Paek; Un C.,4,1,undirected
"AT&T Technologies, Inc.", Paek; Un-Chul ,1,1,undirected
"AT&T Technologies, Inc.", Rhodes; Warren W.,1,1,undirected
"AT&T Technologies, Inc.", Schroeder Jr.; Charles M.,4,1,undirected
"AT&T Technologies, Inc.", Schroeder; Charles M.,1,1,undirected
"AT&T Technologies, Inc.", Yan; Man F.,3,0,undirected
"AT&T Technologies, Inc.", Zierold; Martin K.,1,1,undirected
"Athersys, Inc.", Bom; David C.,1,1,undirected
"Athersys, Inc.", Huck; Bayard ,1,1,undirected
"Athersys, Inc.", Tumey; Lawrence N.,1,1,undirected
Atlantic Richfield Company , Beals; Eva M.,3,1,undirected
Atlantic Richfield Company , Mocella; Michael T.,2,1,undirected
Atlantic Richfield Company , Shum; Wilfred P.,3,1,undirected
Atlantic Richfield Company , Taylor; Paul D.,2,1,undirected
Atlantic Richfield Company , White; John F.,3,1,undirected
"Atochem North America, Inc.", Bohen; Joseph M.,3,1,undirected
"Atochem North America, Inc.", Reifenberg; Gerald H.,3,1,undirected
"Atochem North America, Inc.", Stein; Daryl L.,1,1,undirected
Atomic Energy of Canada Limited , Holmes; John M.,1,1,undirected
Audi AG , Fernandez; Richard Edward ,1,1,undirected
Audi AG , Gummalla; Mallika ,4,1,undirected
Audi AG , Hosokawa; Yoichi ,2,1,undirected
Audi AG , Matsnev; Andrej ,1,1,undirected
Audi AG , Sayler; Todd S.,1,1,undirected
Audi AG , Thrasher; Joseph S.,1,1,undirected
Audi AG , Waterfeld; Alfred ,1,1,undirected
Audi AG , Yang; Zhiwei ,4,1,undirected
Aventis Pharmaceuticals Inc., Aldous; Suzanne C.,1,1,undirected
Aventis Pharmaceuticals Inc., Jiang; John Ziqi ,1,1,undirected
Aventis Pharmaceuticals Inc., Lu; Jinqi ,1,1,undirected
Aventis Pharmaceuticals Inc., Ma; Liang ,1,1,undirected
Aventis Pharmaceuticals Inc., Mu; Lan ,1,1,undirected
Aventis Pharmaceuticals Inc., Munson; Harry Randall ,1,1,undirected
Aventis Pharmaceuticals Inc., Sabol; Jeffrey Stephen ,1,0,undirected
Aventis Pharmaceuticals Inc., Thurairatnam; Sukanthini ,1,1,undirected
Aventis Pharmaceuticals Inc., Vandeusen; Christopher Loren ,1,1,undirected
"Avivid Water Technology, LLC ", Lowstuter; William R.,1,1,undirected
"Avivid Water Technology, LLC ", Schumacher; John E.,1,1,undirected
"Avivid Water Technology, LLC ", Wood; Lockett E.,1,1,undirected
Ballard Power Systems Inc., Chen; Lei ,1,1,undirected
Ballard Power Systems Inc., Frame; Dustin ,1,1,undirected
Ballard Power Systems Inc., Sun; Ellen Y.,1,1,undirected
Ballard Power Systems Inc., Yamanis; Jean ,1,1,undirected
BASF Corporation , Alerasool; Saeed (Princeton Jct.,1,1,undirected
BASF Corporation , Bapat; Ajay V.,1,1,undirected
BASF Corporation , Bradford; Christopher J.,1,1,undirected
BASF Corporation , Caillouette; Lyle ,1,1,undirected
BASF Corporation , Chick; Orest N.,1,1,undirected
BASF Corporation , Choi; Sukwon ,3,1,undirected
BASF Corporation ," Doehner, Jr.",1,1,undirected
BASF Corporation , Farrauto; Robert J.,1,1,undirected
BASF Corporation , Fu; James ,2,1,undirected
BASF Corporation , Gao; Xingtao ,2,1,undirected
BASF Corporation , Gartside; Robert J.,2,1,undirected
BASF Corporation , Ilinich; Oleg Mikhailovich ,1,1,undirected
BASF Corporation , Jacubinas; Richard ,1,1,undirected
BASF Corporation , Kleindienst; Shane ,2,1,undirected
BASF Corporation , Midgley; Charles A.,1,1,undirected
BASF Corporation , O'Donnell; Ryan F.,1,1,undirected
BASF Corporation , Ramachandran; Bala ,3,1,undirected
BASF Corporation , Rischke; Jennifer A.,1,1,undirected
BASF Corporation , Ruettinger; Wolfgang ,5,1,undirected
BASF Corporation , Ruettinger; Wolfgang (E.,1,1,undirected
BASF Corporation , Ruettinger; Wolfgang Friedrich ,1,1,undirected
BASF Corporation , Taylor; Michael A.,1,1,undirected
BASF Corporation , Zimmer; Marcy ,1,1,undirected
BASF Aktiengesellschaft , Bentley; Terence James ,1,1,undirected
BASF Aktiengesellschaft , Doehner; Robert F.,1,1,undirected
BASF Aktiengesellschaft , Fitzgerald; Paul L.,1,1,undirected
BASF Aktiengesellschaft , Gurak; Nur R.,2,1,undirected
BASF Aktiengesellschaft , Josty; Peter L.,1,1,undirected
BASF Aktiengesellschaft , Moore; Richard B.,1,1,undirected
BASF Aktiengesellschaft , Pfrengle; Andreas ,1,1,undirected
BASF Aktiengesellschaft , Pole; Ernest G.,1,1,undirected
BASF Aktiengesellschaft , Russell; James P.,2,1,undirected
BASF Aktiengesellschaft , Scheffer; Robert J. H.,1,1,undirected
BASF Aktiengesellschaft , Scheiblich; Stefan ,1,1,undirected
BASF Aktiengesellschaft , Thompson; Ronald J.,2,1,undirected
BASF Aktiengesellschaft , Vogelbacher; Uwe Josef ,1,0,undirected
BASF Aktiengesellschaft , Wevers; Jan Hendrik ,1,1,undirected
BASF Aktiengesellschaft , Xanthopoulo; Valentino G.,1,1,undirected
BASF Aktiengesellschaft , Yarkovsky; Joseph M.,1,1,undirected
BASF Catalysts LLC , Farrauto; Robert J.,1,1,undirected
BASF Catalysts LLC , Ruettinger; Wolfgang Friedrich ,1,1,undirected
BASF SE , Prunchak; Robert ,3,1,undirected
BASF Wyandotte Corporation , Demou; John G.,2,1,undirected
BASF Wyandotte Corporation ," Levis, Jr.; William W.",1,0,undirected
BASF Wyandotte Corporation , Murphy; John R.,2,1,undirected
BASF Wyandotte Corporation , Patton Jr.; John T.,1,0,undirected
BASF Wyandotte Corporation ," Patton, Jr.; John T.",4,0,undirected
BASF Wyandotte Corporation , Pizzini; Louis C.,5,1,undirected
BASF Wyandotte Corporation , Ramlow; Gerhard G.,5,1,undirected
Bayer Inc., Arsenault; Gilles ,1,0,undirected
Bayer Inc., Bender; Harald ,5,1,undirected
Bayer Inc., Bhattacharjee; Susmita ,1,0,undirected
Bayer Inc., Bochmann; Manfred ,1,1,undirected
Bayer Inc., Campomizzi; Ezio ,3,0,undirected
Bayer Inc., Campomizzi; Ezio C.,1,1,undirected
Bayer Inc.," Casper, deceased; Rudolf ",1,1,undirected
Bayer Inc.," Casper, legal representative; Rotraud ",1,1,undirected
Bayer Inc., Gamlin; Janet ,1,1,undirected
Bayer Inc., Gamlin; Janet N.,1,0,undirected
Bayer Inc., Garratt; Shaun ,1,1,undirected
Bayer Inc., Glander; Stephan ,1,0,undirected
Bayer Inc., Gronowski; Adam ,4,0,undirected
Bayer Inc., Guerin; Frederic ,4,1,undirected
Bayer Inc., Guo; Sharon X.,5,1,undirected
Bayer Inc., Hannay; Judy ,2,1,undirected
Bayer Inc., Hopkins; William ,3,0,undirected
Bayer Inc., Johansson; Anders H.,1,1,undirected
Bayer Inc., Kaszas; Gabor ,4,1,undirected
Bayer Inc., Koski; Ahti ,1,1,undirected
Bayer Inc., Koski; Ahti A.,1,1,undirected
Bayer Inc., Koski; Ahti August ,2,1,undirected
Bayer Inc., Mersmann; Franz-Josef ,1,1,undirected
Bayer Inc., Nguyen; Paul ,4,1,undirected
Bayer Inc., Pazur; Richard ,1,0,undirected
Bayer Inc., Rausa; John ,1,1,undirected
Bayer Inc., Resendes; Rui ,3,0,undirected
Bayer Inc., Spadola; Ignazio ,1,0,undirected
Bayer Inc., Steiger; Roland ,1,1,undirected
Bayer Inc., Strauch; Hans Christian ,1,1,undirected
Bayer Inc., Sumner; Anthony J.,1,1,undirected
Bayer Inc., Syme; Dave ,1,0,undirected
Bayer Inc., Szentivanyi; Zsolt ,1,1,undirected
Bayer Inc., Urban; Paul Carl ,1,1,undirected
Bayer Inc., von Hellens; Carl Walter ,2,1,undirected
Bayer Inc., Von Hellens; Carl Walter ,2,1,undirected
Bayer Inc., Von Hellens; Walter ,1,1,undirected
Bayer Inc., Watson; Kenneth Norman ,1,1,undirected
Bayer Inc., Winkelbach; Hans Rafael ,1,1,undirected
Bayer Inc., Bender; Harald ,1,1,undirected
Bayer Inc.," Casper, deceased; Rudolf ",1,0,undirected
Bayer Inc.," Casper, legal representative; Rotraud ",1,0,undirected
Bayer Inc., Gamlin; Janet ,1,1,undirected
Bayer Inc., Guo; Sharon X.,1,1,undirected
Bayer Inc., Nguyen; Paul ,1,1,undirected
Bayer Inc., Strauch; Hans Christian ,1,1,undirected
Bayer Inc., Winkelbach; Hans Rafael ,1,1,undirected
Bayer Aktiengesellschaft , Abram; Trevor ,4,1,undirected
Bayer Aktiengesellschaft , Abram; Trevor S.,6,1,undirected
Bayer Aktiengesellschaft , Achten; Dirk ,1,1,undirected
